Entity,month_year,total_cases,avg_temp,hemisphere
Qatar,2021-06,17,34.94115,Northern
Saudi Arabia,2021-06,41,34.8177,Northern
South Africa,2021-06,22,12.7985935,Southern
Sweden,2021-06,1,14.907632,Northern
Tanzania,2021-06,16,21.143671,Southern
Uganda,2021-06,6,23.17462,Southern
United Kingdom,2021-06,3,14.354982,Northern
United States,2021-06,61,21.323225,Northern
Zambia,2021-06,9,18.071596,Southern
Bangladesh,2021-07,28,28.919718,Northern
Cameroon,2021-07,7,23.807533,Southern
Canada,2021-07,2,14.065857,Northern
China,2021-07,870,21.010496,Northern
Cote d'Ivoire,2021-07,5,25.26504,Southern
Egypt,2021-07,3,31.640984,Northern
Ethiopia,2021-07,20,22.161774,Southern
France,2021-07,1,19.911558,Northern
Ghana,2021-07,125,26.313295,Southern
Guinea,2021-07,8,24.754007,Southern
Honduras,2021-07,1,25.01997,Southern
Hong Kong,2021-07,1,29.102306,Southern
India,2021-07,439,27.453527,Northern
Kenya,2021-07,34,24.087154,Southern
Madagascar,2021-07,2,19.588959,Southern
Malaysia,2021-07,1,26.19998,Southern
Mali,2021-07,3,33.359947,Southern
Nepal,2021-07,144,19.972406,Northern
North Korea,2021-07,4,23.786343,Northern
Pakistan,2021-07,2,29.762373,Northern
Philippines,2021-07,21,26.902561,Southern
Qatar,2021-07,23,36.864285,Northern
Russia,2021-07,1,16.769133,Northern
Saudi Arabia,2021-07,12,35.961018,Northern
South Africa,2021-07,7,10.392638,Southern
Sweden,2021-07,1,17.459482,Northern
Tanzania,2021-07,18,20.771763,Southern
Uganda,2021-07,6,22.590748,Southern
United Kingdom,2021-07,5,16.548029,Northern
United States,2021-07,63,22.683842,Northern
Zambia,2021-07,5,17.452736,Southern
Bangladesh,2021-08,26,28.792305,Northern
Burkina Faso,2021-08,3,26.552986,Southern
Cameroon,2021-08,3,23.70876,Southern
Canada,2021-08,2,12.577584,Northern
China,2021-08,1152,18.919851,Northern
Cote d'Ivoire,2021-08,3,25.07038,Southern
Croatia,2021-08,3,21.86938,Northern
Denmark,2021-08,3,15.974861,Northern
Egypt,2021-08,31,31.690722,Northern
Ethiopia,2021-08,21,23.318804,Southern
France,2021-08,3,19.473299,Northern
Ghana,2021-08,11,25.86521,Southern
Guinea,2021-08,22,24.225523,Southern
India,2021-08,1902,26.935783,Northern
Kenya,2021-08,98,24.785408,Southern
Madagascar,2021-08,13,20.452713,Southern
Mali,2021-08,4,32.10126,Southern
Nepal,2021-08,495,19.55939,Northern
Netherlands,2021-08,2,16.991005,Northern
Niger,2021-08,2,31.90428,Southern
North Korea,2021-08,2,21.039099,Northern
Norway,2021-08,6,9.759197,Northern
Oman,2021-08,2,32.126534,Southern
Peru,2021-08,2,18.73794,Southern
Philippines,2021-08,26,26.74827,Southern
Qatar,2021-08,193,36.772476,Northern
Russia,2021-08,6,14.72337,Northern
Saudi Arabia,2021-08,1,35.695354,Northern
Senegal,2021-08,7,28.130463,Southern
Somalia,2021-08,1,27.417648,Southern
South Africa,2021-08,22,13.241021,Southern
Sweden,2021-08,4,12.738034,Northern
Tanzania,2021-08,6,22.195107,Southern
Togo,2021-08,2,25.46673,Southern
United Kingdom,2021-08,4,15.057541,Northern
United States,2021-08,75,21.578009,Northern
Zambia,2021-08,7,21.011229,Southern
Afghanistan,2021-09,1,21.51636,Northern
Bangladesh,2021-09,168,28.978237,Northern
Burkina Faso,2021-09,17,28.01077,Southern
Cameroon,2021-09,38,24.002642,Southern
Canada,2021-09,3,7.4915667,Northern
China,2021-09,1658,15.977393,Northern
Croatia,2021-09,111,17.97146,Northern
Denmark,2021-09,13,14.821202,Northern
Egypt,2021-09,47,28.623678,Northern
Ethiopia,2021-09,16,23.694183,Southern
France,2021-09,7,18.78511,Northern
Germany,2021-09,2,15.28287,Northern
Ghana,2021-09,26,26.297434,Southern
Guinea,2021-09,21,24.975151,Southern
Honduras,2021-09,1,24.931915,Southern
Hong Kong,2021-09,1,28.81547,Southern
India,2021-09,1317,26.332817,Northern
Indonesia,2021-09,1,25.293154,Southern
Kenya,2021-09,76,25.45796,Southern
Kyrgyzstan,2021-09,12,9.721113,Northern
Lebanon,2021-09,18,22.057796,Northern
Madagascar,2021-09,56,21.885221,Southern
Mali,2021-09,2,32.448494,Southern
Nepal,2021-09,275,18.978872,Northern
Netherlands,2021-09,15,16.154196,Northern
Niger,2021-09,5,31.411945,Southern
North Korea,2021-09,7,17.711954,Northern
Norway,2021-09,2,7.0471206,Northern
Oman,2021-09,15,32.047222,Southern
Pakistan,2021-09,17,27.409666,Northern
Peru,2021-09,3,19.191526,Southern
Philippines,2021-09,4,26.484875,Southern
Qatar,2021-09,119,33.98854,Northern
Russia,2021-09,26,6.3257866,Northern
Saudi Arabia,2021-09,4,32.52685,Northern
Senegal,2021-09,45,28.943926,Southern
Somalia,2021-09,20,28.01485,Southern
South Africa,2021-09,47,17.282394,Southern
Sweden,2021-09,3,8.958556,Northern
Tanzania,2021-09,16,23.335125,Southern
Togo,2021-09,48,25.86815,Southern
Uganda,2021-09,4,22.537527,Southern
United Kingdom,2021-09,30,14.775286,Northern
United States,2021-09,78,17.846388,Northern
Zambia,2021-09,10,24.621576,Southern
Afghanistan,2021-10,7,12.373524,Northern
Bangladesh,2021-10,139,28.118942,Northern
Cameroon,2021-10,63,24.73333,Southern
Canada,2021-10,13,2.180898,Northern
China,2021-10,1869,8.046045,Northern
Cote d'Ivoire,2021-10,1,26.580704,Southern
Croatia,2021-10,50,10.719249,Northern
Denmark,2021-10,17,10.97673,Northern
Egypt,2021-10,3,24.911732,Northern
Ethiopia,2021-10,16,23.724644,Southern
France,2021-10,21,13.913076,Northern
Germany,2021-10,3,9.726297,Northern
Ghana,2021-10,34,27.453072,Southern
Guinea,2021-10,7,25.524176,Southern
Honduras,2021-10,7,24.627947,Southern
Hong Kong,2021-10,16,25.244566,Southern
India,2021-10,955,24.979954,Northern
Indonesia,2021-10,1,25.868187,Southern
Iran,2021-10,15,19.125168,Northern
Kazakhstan,2021-10,5,5.8494177,Northern
Kenya,2021-10,16,26.436867,Southern
Kyrgyzstan,2021-10,72,-1.8657776,Northern
Lebanon,2021-10,10,18.778555,Northern
Madagascar,2021-10,68,23.454256,Southern
Malaysia,2021-10,2,26.155369,Southern
Nepal,2021-10,91,15.933653,Northern
Netherlands,2021-10,122,11.825157,Northern
North Korea,2021-10,15,9.60746,Northern
Norway,2021-10,16,2.5414798,Northern
Oman,2021-10,59,28.998373,Southern
Pakistan,2021-10,37,21.407038,Northern
Qatar,2021-10,63,30.48798,Northern
Russia,2021-10,138,-1.8186668,Northern
Senegal,2021-10,149,29.719555,Southern
Somalia,2021-10,9,27.31429,Southern
South Africa,2021-10,71,18.296436,Southern
Spain,2021-10,6,15.38696,Northern
Sweden,2021-10,29,5.1916966,Northern
Tanzania,2021-10,24,24.505835,Southern
Togo,2021-10,46,27.024965,Southern
Uganda,2021-10,4,23.392416,Southern
United Arab Emirates,2021-10,3,30.413647,Northern
United Kingdom,2021-10,390,11.336705,Northern
United States,2021-10,458,11.455544,Northern
Zambia,2021-10,4,26.046276,Southern
Afghanistan,2021-11,39,5.9508095,Northern
Bangladesh,2021-11,22,23.39276,Northern
Belgium,2021-11,2,5.8763876,Northern
Burkina Faso,2021-11,1,29.285435,Southern
Cameroon,2021-11,31,25.14119,Southern
Canada,2021-11,112,-8.618769,Northern
China,2021-11,5286,-0.33402696,Northern
Cote d'Ivoire,2021-11,5,27.082184,Southern
Croatia,2021-11,10,7.6806254,Northern
Denmark,2021-11,38,7.1346016,Northern
Egypt,2021-11,23,20.957764,Northern
Ethiopia,2021-11,60,23.627874,Southern
France,2021-11,111,8.973423,Northern
Germany,2021-11,7,4.942429,Northern
Ghana,2021-11,44,28.222614,Southern
Guinea,2021-11,7,26.238867,Southern
Honduras,2021-11,8,22.411701,Southern
Hong Kong,2021-11,28,21.449268,Southern
India,2021-11,242,20.849045,Northern
Indonesia,2021-11,11,25.588242,Southern
Iran,2021-11,781,12.450892,Northern
Kazakhstan,2021-11,48,-2.8413916,Northern
Kenya,2021-11,17,26.70008,Southern
Kyrgyzstan,2021-11,29,-8.604814,Northern
Lebanon,2021-11,81,14.960745,Northern
Madagascar,2021-11,168,25.291374,Southern
Malaysia,2021-11,82,25.52345,Southern
Nepal,2021-11,54,10.194164,Northern
Netherlands,2021-11,103,7.4828334,Northern
Niger,2021-11,9,26.469803,Southern
North Korea,2021-11,27,2.070981,Northern
Norway,2021-11,52,-3.739202,Northern
Oman,2021-11,573,24.935728,Southern
Pakistan,2021-11,162,14.923903,Northern
Peru,2021-11,6,19.504955,Southern
Philippines,2021-11,11,26.366257,Southern
Qatar,2021-11,71,25.208223,Northern
Russia,2021-11,1524,-12.120232,Northern
Saudi Arabia,2021-11,6,22.29258,Northern
Senegal,2021-11,88,29.27823,Southern
Somalia,2021-11,13,26.462559,Southern
South Africa,2021-11,174,20.416307,Southern
Spain,2021-11,24,8.371018,Northern
Sweden,2021-11,236,-1.481362,Northern
Switzerland,2021-11,9,0.13452677,Northern
Syria,2021-11,52,15.762429,Northern
Tanzania,2021-11,43,25.27201,Southern
Togo,2021-11,12,27.823746,Southern
Uganda,2021-11,4,24.059143,Southern
United Arab Emirates,2021-11,27,25.382788,Northern
United Kingdom,2021-11,366,7.637161,Northern
United States,2021-11,2473,3.639175,Northern
Zambia,2021-11,2,25.807802,Southern
Afghanistan,2021-12,15,2.9651203,Northern
Bangladesh,2021-12,2,20.010977,Northern
Belgium,2021-12,6,5.230418,Northern
Canada,2021-12,61,-19.04704,Northern
China,2021-12,9603,-5.444379,Northern
Cote d'Ivoire,2021-12,12,27.007118,Southern
Croatia,2021-12,14,4.2332096,Northern
Denmark,2021-12,71,2.46248,Northern
Egypt,2021-12,80,14.196404,Northern
Ethiopia,2021-12,56,23.003473,Southern
France,2021-12,445,8.316175,Northern
Germany,2021-12,14,2.626202,Northern
Ghana,2021-12,14,28.010666,Southern
Guinea,2021-12,1,26.120235,Southern
Honduras,2021-12,10,22.516205,Southern
Hong Kong,2021-12,7,17.814554,Southern
India,2021-12,68,17.502928,Northern
Indonesia,2021-12,11,25.561136,Southern
Iran,2021-12,1330,8.933562,Northern
Kazakhstan,2021-12,52,-5.3184443,Northern
Kenya,2021-12,15,25.579594,Southern
Kyrgyzstan,2021-12,1,-10.17274,Northern
Lebanon,2021-12,84,9.582508,Northern
Madagascar,2021-12,39,25.816559,Southern
Malaysia,2021-12,160,25.422075,Southern
Nepal,2021-12,11,4.9507327,Northern
Netherlands,2021-12,58,5.2254286,Northern
Niger,2021-12,17,19.523697,Southern
North Korea,2021-12,31,-6.5484376,Northern
Norway,2021-12,168,-7.097076,Northern
Oman,2021-12,224,21.822926,Southern
Pakistan,2021-12,120,10.160914,Northern
Peru,2021-12,444,19.776962,Southern
Philippines,2021-12,7,25.194386,Southern
Qatar,2021-12,53,20.857826,Northern
Russia,2021-12,3910,-21.720985,Northern
Saudi Arabia,2021-12,8,17.503815,Northern
Senegal,2021-12,10,27.383406,Southern
South Africa,2021-12,34,21.00943,Southern
Spain,2021-12,43,8.559363,Northern
Sweden,2021-12,553,-6.745193,Northern
Switzerland,2021-12,4,-2.5195286,Northern
Syria,2021-12,9,10.184578,Northern
Tanzania,2021-12,21,24.801008,Southern
Togo,2021-12,3,27.585304,Southern
Uganda,2021-12,4,24.562344,Southern
United Arab Emirates,2021-12,19,21.391113,Northern
United Kingdom,2021-12,207,5.9535565,Northern
United States,2021-12,4402,1.1913205,Northern
Afghanistan,2022-01,6,-0.32285905,Northern
Algeria,2022-01,60,11.541724,Northern
Argentina,2022-01,109,22.577938,Southern
Australia,2022-01,97,28.59443,Southern
Austria,2022-01,27,-1.3342084,Northern
Bahrain,2022-01,3,17.305847,Southern
Belgium,2022-01,1,3.7118416,Northern
Belize,2022-01,11,23.463385,Southern
Bolivia,2022-01,53,22.521524,Southern
Brazil,2022-01,2512,25.326487,Southern
Bulgaria,2022-01,14,1.2550802,Northern
Canada,2022-01,27,-22.231203,Northern
Chile,2022-01,288,13.102018,Southern
China,2022-01,13009,-6.93264,Northern
Colombia,2022-01,110,24.61467,Southern
Costa Rica,2022-01,6,22.007135,Southern
Cote d'Ivoire,2022-01,1,26.694067,Southern
Croatia,2022-01,130,2.3341436,Northern
Czechia,2022-01,5,0.7730596,Northern
Denmark,2022-01,93,4.330156,Northern
Dominican Republic,2022-01,5,22.905544,Southern
East Timor,2022-01,29,25.235195,Southern
Ecuador,2022-01,8,21.500978,Southern
Egypt,2022-01,56,11.601421,Northern
El Salvador,2022-01,8,25.916086,Southern
Estonia,2022-01,26,-2.0932858,Northern
Ethiopia,2022-01,20,23.361753,Southern
France,2022-01,471,6.500154,Northern
Georgia,2022-01,16,-2.6909797,Northern
Germany,2022-01,74,2.8063452,Northern
Ghana,2022-01,2,27.987572,Southern
Greece,2022-01,1,5.5022483,Northern
Guatemala,2022-01,58,21.029001,Southern
Haiti,2022-01,12,23.620518,Southern
Honduras,2022-01,85,22.09884,Southern
Hungary,2022-01,50,1.0069913,Northern
Iceland,2022-01,3,-2.5082169,Northern
India,2022-01,29,16.411985,Northern
Indonesia,2022-01,88,25.374182,Southern
Iran,2022-01,1314,6.1919866,Northern
Iraq,2022-01,4,9.422897,Northern
Ireland,2022-01,14,6.4478498,Northern
Israel,2022-01,327,11.029788,Northern
Italy,2022-01,41,4.746814,Northern
Jordan,2022-01,39,7.983595,Northern
Kazakhstan,2022-01,16,-7.980785,Northern
Kenya,2022-01,11,26.195986,Southern
Kyrgyzstan,2022-01,3,-10.862477,Northern
Latvia,2022-01,15,-1.2011914,Northern
Lebanon,2022-01,13,5.7632413,Northern
Lithuania,2022-01,46,-0.4050656,Northern
Luxembourg,2022-01,4,2.1455562,Northern
Madagascar,2022-01,65,24.53321,Southern
Malaysia,2022-01,232,25.250458,Southern
Mexico,2022-01,476,15.54777,Northern
Moldova,2022-01,46,0.1709747,Northern
Mongolia,2022-01,2,-17.071125,Northern
Montenegro,2022-01,14,-0.43402407,Northern
Morocco,2022-01,16,11.168479,Northern
Mozambique,2022-01,131,25.63927,Southern
Namibia,2022-01,1,25.000362,Southern
Nepal,2022-01,2,2.8274312,Northern
Netherlands,2022-01,122,5.264944,Northern
Nicaragua,2022-01,18,24.230766,Southern
Niger,2022-01,5,17.058382,Southern
Norway,2022-01,192,-5.5959206,Northern
Oman,2022-01,12,20.154362,Southern
Pakistan,2022-01,136,8.900854,Northern
Palestine,2022-01,2,11.23966,Northern
Panama,2022-01,22,24.413294,Southern
Paraguay,2022-01,293,30.593283,Southern
Peru,2022-01,1003,19.63349,Southern
Poland,2022-01,2,0.9495057,Northern
Portugal,2022-01,23,9.224324,Northern
Qatar,2022-01,10,17.84856,Northern
Romania,2022-01,31,-0.3626587,Northern
Russia,2022-01,2003,-20.334112,Northern
Saudi Arabia,2022-01,5,15.682985,Northern
Senegal,2022-01,7,27.344488,Southern
Serbia,2022-01,67,0.059685674,Northern
Slovenia,2022-01,116,0.62227744,Northern
South Africa,2022-01,4,23.221727,Southern
Spain,2022-01,41,6.1054068,Northern
Sri Lanka,2022-01,6,25.165474,Southern
Sweden,2022-01,109,-3.9813974,Northern
Switzerland,2022-01,83,-3.1926265,Northern
Tanzania,2022-01,8,23.662613,Southern
Thailand,2022-01,6,24.351727,Southern
Togo,2022-01,3,27.383486,Southern
Tunisia,2022-01,41,9.735805,Northern
Turkey,2022-01,155,-0.8187424,Northern
Uganda,2022-01,7,24.536512,Southern
Ukraine,2022-01,31,-1.4945062,Northern
United Arab Emirates,2022-01,10,19.36492,Northern
United Kingdom,2022-01,165,5.2237587,Northern
United States,2022-01,3089,-3.3727252,Northern
Uruguay,2022-01,1,25.512094,Southern
Zambia,2022-01,2,22.150879,Southern
Algeria,2022-02,2,16.002228,Northern
Argentina,2022-02,1164,20.362423,Southern
Australia,2022-02,161,27.191254,Southern
Austria,2022-02,19,0.55703413,Northern
Belgium,2022-02,6,6.004298,Northern
Belize,2022-02,3,24.193922,Southern
Bhutan,2022-02,44,-0.43541476,Northern
Bolivia,2022-02,4,21.759115,Southern
Brazil,2022-02,76,25.304464,Southern
Bulgaria,2022-02,15,3.96194,Northern
Burkina Faso,2022-02,2,28.228672,Southern
Cameroon,2022-02,5,25.74231,Southern
Canada,2022-02,13,-21.801727,Northern
Chile,2022-02,72,13.258447,Southern
China,2022-02,8479,-6.0921063,Northern
Costa Rica,2022-02,23,22.149256,Southern
Cote d'Ivoire,2022-02,3,28.378214,Southern
Croatia,2022-02,300,5.7866373,Northern
Czechia,2022-02,10,3.121403,Northern
Denmark,2022-02,366,4.320281,Northern
Dominican Republic,2022-02,4,22.681942,Southern
East Timor,2022-02,56,24.731512,Southern
Ecuador,2022-02,14,21.202322,Southern
Egypt,2022-02,37,13.777727,Northern
El Salvador,2022-02,14,26.554962,Southern
Estonia,2022-02,18,-0.62048626,Northern
Ethiopia,2022-02,30,24.293661,Southern
Fiji,2022-02,110,25.82798,Southern
France,2022-02,566,9.2128935,Northern
Georgia,2022-02,3,0.7154854,Northern
Germany,2022-02,47,4.532697,Northern
Ghana,2022-02,3,29.555483,Southern
Greece,2022-02,1,7.7297115,Northern
Guatemala,2022-02,4,21.604868,Southern
Haiti,2022-02,14,23.498623,Southern
Honduras,2022-02,1,22.481476,Southern
Hungary,2022-02,110,4.9222746,Northern
Iceland,2022-02,21,-5.3331127,Northern
India,2022-02,2,19.228895,Northern
Indonesia,2022-02,6,25.29991,Southern
Iran,2022-02,63,9.658636,Northern
Ireland,2022-02,125,7.135337,Northern
Israel,2022-02,7,12.934719,Northern
Italy,2022-02,138,6.683433,Northern
Jordan,2022-02,1,11.123905,Northern
Kazakhstan,2022-02,3,-6.2765784,Northern
Kenya,2022-02,16,27.03589,Southern
Latvia,2022-02,6,0.18030572,Northern
Lebanon,2022-02,2,7.980576,Northern
Lithuania,2022-02,5,1.0805844,Northern
Luxembourg,2022-02,34,4.6602435,Northern
Madagascar,2022-02,14,24.754524,Southern
Malaysia,2022-02,68,25.332039,Southern
Mali,2022-02,3,24.33951,Southern
Mexico,2022-02,135,16.014658,Northern
Moldova,2022-02,16,3.3198278,Northern
Mongolia,2022-02,3,-16.592016,Northern
Morocco,2022-02,2,13.892899,Northern
Mozambique,2022-02,88,25.74689,Southern
Netherlands,2022-02,258,6.5512905,Northern
Nicaragua,2022-02,10,24.638891,Southern
Niger,2022-02,1,20.113682,Southern
Norway,2022-02,151,-6.59127,Northern
Oman,2022-02,2,21.60105,Southern
Pakistan,2022-02,125,12.709525,Northern
Panama,2022-02,86,24.610622,Southern
Paraguay,2022-02,20,28.62304,Southern
Peru,2022-02,55,19.147923,Southern
Poland,2022-02,2,3.2396858,Northern
Portugal,2022-02,50,11.078812,Northern
Qatar,2022-02,11,19.061203,Northern
Romania,2022-02,63,2.7060716,Northern
Russia,2022-02,92,-17.2838,Northern
Saudi Arabia,2022-02,4,17.9169,Northern
Senegal,2022-02,2,27.915636,Southern
Serbia,2022-02,71,4.3038483,Northern
Slovenia,2022-02,161,3.7782323,Northern
South Africa,2022-02,6,23.30377,Southern
Spain,2022-02,69,8.792772,Northern
Sri Lanka,2022-02,2,25.430902,Southern
Sweden,2022-02,22,-4.452271,Northern
Switzerland,2022-02,80,-0.6598392,Northern
Tanzania,2022-02,10,22.615953,Southern
Togo,2022-02,8,29.21871,Southern
Tunisia,2022-02,29,12.805996,Northern
Turkey,2022-02,10,2.7942922,Northern
Uganda,2022-02,48,24.73824,Southern
Ukraine,2022-02,3,1.7896587,Northern
United Arab Emirates,2022-02,13,20.11624,Northern
United Kingdom,2022-02,237,6.1707807,Northern
United States,2022-02,1942,-1.6219887,Northern
Zambia,2022-02,7,22.155066,Southern
Argentina,2022-03,1843,17.367535,Southern
Australia,2022-03,340,26.76206,Southern
Austria,2022-03,82,2.1976397,Northern
Belgium,2022-03,45,7.5680227,Northern
Belize,2022-03,4,25.655134,Southern
Brazil,2022-03,21,25.060286,Southern
Bulgaria,2022-03,59,3.1357086,Northern
Cameroon,2022-03,2,27.306421,Southern
Canada,2022-03,101,-13.499313,Northern
Chile,2022-03,79,11.412586,Southern
China,2022-03,5331,4.4264293,Northern
Colombia,2022-03,3,24.227581,Southern
Costa Rica,2022-03,47,22.98868,Southern
Croatia,2022-03,78,6.1426044,Northern
Czechia,2022-03,37,3.7139347,Northern
Denmark,2022-03,1520,3.9371486,Northern
Dominican Republic,2022-03,17,23.460585,Southern
East Timor,2022-03,57,25.159323,Southern
Ecuador,2022-03,38,21.321781,Southern
Egypt,2022-03,75,16.348831,Northern
El Salvador,2022-03,21,27.525782,Southern
Estonia,2022-03,12,0.22938582,Northern
Ethiopia,2022-03,56,25.713076,Southern
Fiji,2022-03,97,25.799221,Southern
Finland,2022-03,1,-2.3620024,Northern
France,2022-03,921,10.895903,Northern
Georgia,2022-03,37,-1.3470234,Northern
Germany,2022-03,97,5.241647,Northern
Ghana,2022-03,1,30.26508,Southern
Greece,2022-03,22,6.6383185,Northern
Guatemala,2022-03,1,23.53286,Southern
Hungary,2022-03,192,5.539385,Northern
Iceland,2022-03,343,-0.88851416,Northern
India,2022-03,129,25.520405,Northern
Iran,2022-03,23,14.763256,Northern
Ireland,2022-03,147,7.164796,Northern
Israel,2022-03,5,13.0516,Northern
Italy,2022-03,845,7.112372,Northern
Jordan,2022-03,1,11.639675,Northern
Kazakhstan,2022-03,1,-2.3948457,Northern
Kenya,2022-03,4,27.743748,Southern
Kyrgyzstan,2022-03,1,-2.8592649,Northern
Latvia,2022-03,11,0.79636514,Northern
Lebanon,2022-03,1,6.5821824,Northern
Libya,2022-03,5,16.547504,Southern
Lithuania,2022-03,24,1.415183,Northern
